Post ID,Customer ID,Content,Intent,Sentiment Score,Platform,Sentiment
POST02251,CUST0547,"Just finished a 5k run, need new running shoes, any suggestions?",Service Quality,-0.4698013435,Facebook,neutral
POST02252,CUST0393,Finally paid off my student loan! Feels like a huge relief!,Shopping Recommendation,0.9264893997,Instagram,negative
POST02253,CUST0968,Eager to learn more about sustainable investing. Suggestions?,Bank Fee Concern,0.1850512942,Twitter,neutral
POST02254,CUST0368,I need a budget-friendly laptop for work. Any solid choices under $1000?,Wealth Management,-0.4210371221,Twitter,negative
POST02255,CUST0793,Looking for the best credit card with travel rewards. Any recommendations?,Financial Literacy,-0.4250281268,Instagram,positive
POST02256,CUST0377,Finally paid off my student loan! Feels like a huge relief!,Financial Literacy,-0.8272745834,Twitter,negative
POST02257,CUST0106,"Just finished a 5k run, need new running shoes, any suggestions?",Complaint,0.1137372756,LinkedIn,positive
POST02258,CUST0832,Excited about the latest AI-powered budgeting app. Looks promising!,Tech Enthusiasm,0.4473757701,Facebook,negative
POST02259,CUST0371,Just got my first salary! Thinking of the best way to save and invest.,Bank Fee Concern,-0.05057240415,Facebook,positive
POST02260,CUST0110,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Sponsorship,0.7688737675,LinkedIn,negative
POST02261,CUST0805,Excited about the latest AI-powered budgeting app. Looks promising!,Crypto Curiosity,-0.03207043224,Instagram,negative
POST02262,CUST0294,I need a budget-friendly laptop for work. Any solid choices under $1000?,Crypto Curiosity,-0.3072833242,Twitter,negative
POST02263,CUST0264,Excited about the latest AI-powered budgeting app. Looks promising!,Debt Repayment Strategy,-0.4984343005,LinkedIn,negative
POST02264,CUST0986,Just got my first salary! Thinking of the best way to save and invest.,Sponsorship,-0.5134133473,Facebook,positive
POST02265,CUST0331,Which banks offer the best customer service? Tired of waiting on calls.,Sponsorship,-0.3669720657,LinkedIn,neutral
POST02266,CUST0424,Thinking of getting a personal loan to start a small business. Need advice!,Complaint,0.9839497998,LinkedIn,negative
POST02267,CUST0279,Finally paid off my student loan! Feels like a huge relief!,Savings Planning,-0.2783469489,Twitter,positive
POST02268,CUST0224,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Budget Concerns,0.04919979076,Facebook,negative
POST02269,CUST0173,Struggling with credit card debt. Need a solid repayment strategy!,Service Quality,-0.4506497359,Facebook,neutral
POST02270,CUST0129,Finally paid off my student loan! Feels like a huge relief!,Financial Planning,-0.7129282713,Facebook,positive
POST02271,CUST0945,Eager to learn more about sustainable investing. Suggestions?,Debt Repayment Strategy,0.2916668803,Twitter,positive
POST02272,CUST0246,Wondering if robo-advisors really beat traditional financial planners.,Shopping Recommendation,0.09044008231,Facebook,positive
POST02273,CUST0521,Which banks offer the best customer service? Tired of waiting on calls.,Service Quality,-0.864347225,Instagram,negative
POST02274,CUST0296,Can’t decide between a high-interest savings account or stocks. Help?,Audience Engagement,0.765573818,Instagram,negative
POST02275,CUST0156,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Digital Banking Experience,0.0154198232,Twitter,neutral
POST02276,CUST0609,Looking for the best credit card with travel rewards. Any recommendations?,Crypto Curiosity,-0.3293604345,Facebook,neutral
POST02277,CUST0352,Can’t decide between a high-interest savings account or stocks. Help?,Financial Planning,0.5587180959,Instagram,negative
POST02278,CUST0648,Eager to learn more about sustainable investing. Suggestions?,Sponsorship,-0.7758195715,Instagram,negative
POST02279,CUST0293,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Savings Planning,-0.05243963825,Facebook,positive
POST02280,CUST0722,Investing in crypto feels risky but exciting. What do you think?,Investment Interest,0.09754497819,Twitter,negative
POST02281,CUST0455,Eager to learn more about sustainable investing. Suggestions?,Financial Literacy,0.5502499766,LinkedIn,positive
POST02282,CUST0274,Wondering if robo-advisors really beat traditional financial planners.,Sponsorship,-0.2595107519,Twitter,neutral
POST02283,CUST0112,Tried an AI financial planner. Super interesting insights on my spending!,Bank Fee Concern,0.7099279744,LinkedIn,negative
POST02284,CUST0716,Struggling with credit card debt. Need a solid repayment strategy!,Sponsorship,0.3953458199,Twitter,neutral
POST02285,CUST0452,Switched to a digital-only bank. Loving the seamless experience!,Sponsorship,0.5421507219,LinkedIn,negative
POST02286,CUST0077,Who else finds banking apps super confusing? UX needs serious work.,Wealth Management,0.9381552856,Twitter,negative
POST02287,CUST0587,Finally paid off my student loan! Feels like a huge relief!,Financial Literacy,0.6895071732,Facebook,positive
POST02288,CUST0080,Tried an AI financial planner. Super interesting insights on my spending!,Service Quality,-0.3064232635,LinkedIn,negative
POST02289,CUST0556,Thinking of getting a personal loan to start a small business. Need advice!,Budget Concerns,0.2916221207,Twitter,neutral
POST02290,CUST0078,Eager to learn more about sustainable investing. Suggestions?,Crypto Curiosity,0.7372231837,Facebook,negative
POST02291,CUST0912,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Service Quality,0.05024316815,Facebook,neutral
POST02292,CUST0436,Which banks offer the best customer service? Tired of waiting on calls.,Loan Interest,0.3655997002,Facebook,negative
POST02293,CUST0693,Saving up for my dream vacation. Any good tips to stay on track?,Complaint,-0.6554776441,Twitter,neutral
POST02294,CUST0726,Can’t decide between a high-interest savings account or stocks. Help?,Tech Innovation,0.6318285534,Twitter,neutral
POST02295,CUST0786,Just got a cashback credit card. Time to maximize my rewards!,Loan Interest,0.5149212626,LinkedIn,neutral
POST02296,CUST0936,Eager to learn more about sustainable investing. Suggestions?,Debt Repayment Strategy,0.7777877443,LinkedIn,negative
POST02297,CUST0189,Investing in crypto feels risky but exciting. What do you think?,Debt Repayment Strategy,0.4202975038,Facebook,positive
POST02298,CUST0793,Who else finds banking apps super confusing? UX needs serious work.,Cashback Rewards,0.753801188,LinkedIn,neutral
POST02299,CUST0035,Just got my first salary! Thinking of the best way to save and invest.,Tech Innovation,-0.6755678065,Facebook,neutral
POST02300,CUST0583,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Wealth Management,0.6272947165,Facebook,positive
POST02301,CUST0212,Struggling with credit card debt. Need a solid repayment strategy!,Bank Fee Concern,0.9059345158,Facebook,neutral
POST02302,CUST0283,Looking for the best credit card with travel rewards. Any recommendations?,Savings Planning,0.6310155077,Facebook,neutral
POST02303,CUST0733,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Service Quality,0.2304558635,Instagram,negative
POST02304,CUST0138,Can’t decide between a high-interest savings account or stocks. Help?,Financial Literacy,0.8530002078,Facebook,positive
POST02305,CUST0587,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Bank Fee Concern,-0.8110273468,Facebook,neutral
POST02306,CUST0916,I need a budget-friendly laptop for work. Any solid choices under $1000?,Savings Planning,-0.9662708052,Instagram,negative
POST02307,CUST0673,Finally paid off my student loan! Feels like a huge relief!,Budget Concerns,0.9306404305,Instagram,negative
POST02308,CUST0747,Switched to a digital-only bank. Loving the seamless experience!,Tech Enthusiasm,0.3660103862,LinkedIn,negative
POST02309,CUST0485,Just got my first salary! Thinking of the best way to save and invest.,Savings Planning,-0.7716670846,LinkedIn,negative
POST02310,CUST0758,Tried an AI financial planner. Super interesting insights on my spending!,Product Discovery,-0.3199754329,Facebook,positive
POST02311,CUST0205,Wondering if robo-advisors really beat traditional financial planners.,Loan Interest,0.4976041673,Facebook,positive
POST02312,CUST0336,Struggling with credit card debt. Need a solid repayment strategy!,Bank Fee Concern,0.5007751311,Twitter,negative
POST02313,CUST0907,Finally paid off my student loan! Feels like a huge relief!,Sponsorship,-0.6600169158,Instagram,positive
POST02314,CUST0453,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Complaint,-0.05970466717,Facebook,negative
POST02315,CUST0486,Excited about the latest AI-powered budgeting app. Looks promising!,Financial Planning,0.6146221939,Instagram,neutral
POST02316,CUST0835,Saving up for my dream vacation. Any good tips to stay on track?,Investment Interest,0.9335945292,Facebook,neutral
POST02317,CUST0699,Looking for the best credit card with travel rewards. Any recommendations?,Financial Literacy,0.2451311758,LinkedIn,negative
POST02318,CUST0962,Saving up for my dream vacation. Any good tips to stay on track?,Debt Repayment Strategy,0.2762666954,Twitter,neutral
POST02319,CUST0437,Excited about the latest AI-powered budgeting app. Looks promising!,Complaint,-0.06130140345,Instagram,negative
POST02320,CUST0422,Which banks offer the best customer service? Tired of waiting on calls.,Tech Innovation,0.07811598912,Twitter,neutral
POST02321,CUST0138,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Financial Planning,-0.8021328388,Facebook,neutral
POST02322,CUST0006,Looking for the best credit card with travel rewards. Any recommendations?,Sponsorship,-0.3008238251,Instagram,positive
POST02323,CUST0213,Struggling with credit card debt. Need a solid repayment strategy!,Financial Literacy,0.01458740203,LinkedIn,negative
POST02324,CUST0095,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Product Discovery,-0.4500375363,Twitter,positive
POST02325,CUST0930,Investing in crypto feels risky but exciting. What do you think?,Investment Interest,-0.2803419372,Facebook,negative
POST02326,CUST0561,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Audience Engagement,0.942393291,LinkedIn,neutral
POST02327,CUST0767,I need a budget-friendly laptop for work. Any solid choices under $1000?,Investment Interest,-0.9895951022,Twitter,negative
POST02328,CUST0800,Tried an AI financial planner. Super interesting insights on my spending!,Bank Fee Concern,-0.3947131205,LinkedIn,negative
POST02329,CUST0285,Wondering if robo-advisors really beat traditional financial planners.,Bank Fee Concern,0.167908032,LinkedIn,negative
POST02330,CUST0378,I need a budget-friendly laptop for work. Any solid choices under $1000?,Budget Concerns,-0.4420662324,Twitter,negative
POST02331,CUST0502,Who else finds banking apps super confusing? UX needs serious work.,Shopping Recommendation,0.3529277096,LinkedIn,neutral
POST02332,CUST0449,Who else finds banking apps super confusing? UX needs serious work.,Complaint,-0.4014498391,Facebook,neutral
POST02333,CUST0417,Which banks offer the best customer service? Tired of waiting on calls.,Debt Repayment Strategy,0.2764154062,Facebook,positive
POST02334,CUST0742,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Digital Banking Experience,0.6997251928,LinkedIn,negative
POST02335,CUST0785,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Shopping Recommendation,0.3172878825,Instagram,positive
POST02336,CUST0098,Excited about the latest AI-powered budgeting app. Looks promising!,Debt Repayment Strategy,-0.9002309148,Twitter,neutral
POST02337,CUST0561,Switched to a digital-only bank. Loving the seamless experience!,Loan Interest,0.5904267392,Instagram,neutral
POST02338,CUST0656,Saving up for my dream vacation. Any good tips to stay on track?,Tech Enthusiasm,-0.5743972546,Facebook,negative
POST02339,CUST0135,Just got a cashback credit card. Time to maximize my rewards!,Tech Enthusiasm,0.269583329,Facebook,negative
POST02340,CUST0740,Thinking of getting a personal loan to start a small business. Need advice!,Digital Banking Experience,0.2934673642,Twitter,positive
POST02341,CUST0781,Just got my first salary! Thinking of the best way to save and invest.,Product Discovery,0.6074742085,Facebook,neutral
POST02342,CUST0724,"Just finished a 5k run, need new running shoes, any suggestions?",Tech Innovation,0.01164624081,Twitter,positive
POST02343,CUST0388,Just got a cashback credit card. Time to maximize my rewards!,Sponsorship,-0.248073251,Instagram,neutral
POST02344,CUST0319,Switched to a digital-only bank. Loving the seamless experience!,Loan Interest,0.03605644354,Twitter,neutral
POST02345,CUST0197,Thinking of getting a personal loan to start a small business. Need advice!,Product Discovery,0.09151386431,Facebook,positive
POST02346,CUST0976,Investing in crypto feels risky but exciting. What do you think?,Tech Enthusiasm,0.6430762882,Instagram,neutral
POST02347,CUST0124,Looking for the best credit card with travel rewards. Any recommendations?,Financial Planning,-0.5898579777,Instagram,neutral
POST02348,CUST0329,Eager to learn more about sustainable investing. Suggestions?,Financial Planning,0.69366423,Twitter,positive
POST02349,CUST0747,Eager to learn more about sustainable investing. Suggestions?,Tech Innovation,-0.2685847778,Instagram,neutral
POST02350,CUST0844,Excited about the latest AI-powered budgeting app. Looks promising!,Cashback Rewards,0.4877246241,LinkedIn,positive
POST02351,CUST0078,Investing in crypto feels risky but exciting. What do you think?,Audience Engagement,-0.3285748304,Twitter,negative
POST02352,CUST0783,"Just finished a 5k run, need new running shoes, any suggestions?",Loan Interest,0.4177706981,Instagram,neutral
POST02353,CUST0901,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Wealth Management,0.5983586408,Facebook,positive
POST02354,CUST0810,Switched to a digital-only bank. Loving the seamless experience!,Financial Planning,0.1161309392,LinkedIn,neutral
POST02355,CUST0274,"Just finished a 5k run, need new running shoes, any suggestions?",Budget Concerns,0.2390892459,LinkedIn,neutral
POST02356,CUST0840,Who else finds banking apps super confusing? UX needs serious work.,Sponsorship,0.4155211418,LinkedIn,positive
POST02357,CUST0136,Wondering if robo-advisors really beat traditional financial planners.,Sponsorship,0.3768547232,Facebook,negative
POST02358,CUST0473,Tried an AI financial planner. Super interesting insights on my spending!,Service Quality,0.4548311006,LinkedIn,positive
POST02359,CUST0324,Just got a cashback credit card. Time to maximize my rewards!,Product Discovery,0.6993506795,LinkedIn,neutral
POST02360,CUST0371,Looking for the best credit card with travel rewards. Any recommendations?,Shopping Recommendation,-0.5589671636,LinkedIn,negative
POST02361,CUST0154,Thinking of getting a personal loan to start a small business. Need advice!,Sponsorship,-0.5705369834,Facebook,negative
POST02362,CUST0587,Who else finds banking apps super confusing? UX needs serious work.,Tech Enthusiasm,0.9413648322,Instagram,neutral
POST02363,CUST0838,Investing in crypto feels risky but exciting. What do you think?,Bank Fee Concern,0.7026413122,Facebook,positive
POST02364,CUST0417,Wondering if robo-advisors really beat traditional financial planners.,Financial Planning,0.1834102707,Facebook,positive
POST02365,CUST0022,Tried an AI financial planner. Super interesting insights on my spending!,Tech Enthusiasm,-0.9836424068,Facebook,neutral
POST02366,CUST0256,Switched to a digital-only bank. Loving the seamless experience!,Financial Planning,0.7095164622,Instagram,positive
POST02367,CUST0989,Saving up for my dream vacation. Any good tips to stay on track?,Audience Engagement,0.5031931407,Instagram,positive
POST02368,CUST0581,Looking for the best credit card with travel rewards. Any recommendations?,Bank Fee Concern,0.9127523658,Facebook,positive
POST02369,CUST0641,Looking for the best credit card with travel rewards. Any recommendations?,Sponsorship,-0.9736763513,Facebook,negative
POST02370,CUST0854,Wondering if robo-advisors really beat traditional financial planners.,Financial Planning,-0.9429485143,Facebook,negative
POST02371,CUST0035,Which banks offer the best customer service? Tired of waiting on calls.,Tech Enthusiasm,0.03490101986,Instagram,positive
POST02372,CUST0184,Saving up for my dream vacation. Any good tips to stay on track?,Shopping Recommendation,0.7120984186,Facebook,neutral
POST02373,CUST0223,Looking for the best credit card with travel rewards. Any recommendations?,Service Quality,0.982632755,Twitter,neutral
POST02374,CUST0126,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Shopping Recommendation,-0.3599495423,LinkedIn,neutral
POST02375,CUST0835,Just got my first salary! Thinking of the best way to save and invest.,Cashback Rewards,-0.9272726282,Facebook,neutral
POST02376,CUST0643,Excited about the latest AI-powered budgeting app. Looks promising!,Budget Concerns,-0.6089839539,Twitter,positive
POST02377,CUST0199,Thinking of getting a personal loan to start a small business. Need advice!,Bank Fee Concern,0.7540207387,Instagram,positive
POST02378,CUST0129,Finally paid off my student loan! Feels like a huge relief!,Digital Banking Experience,-0.06709924264,Instagram,neutral
POST02379,CUST0810,Finally paid off my student loan! Feels like a huge relief!,Financial Planning,0.7066139125,Twitter,positive
POST02380,CUST0570,Excited about the latest AI-powered budgeting app. Looks promising!,Digital Banking Experience,-0.1121834169,Instagram,neutral
POST02381,CUST0856,Struggling with credit card debt. Need a solid repayment strategy!,Tech Enthusiasm,-0.8932203737,Twitter,neutral
POST02382,CUST0229,Saving up for my dream vacation. Any good tips to stay on track?,Cashback Rewards,0.2351504605,LinkedIn,negative
POST02383,CUST0222,Struggling with credit card debt. Need a solid repayment strategy!,Digital Banking Experience,-0.1286390077,Twitter,neutral
POST02384,CUST0736,Excited about the latest AI-powered budgeting app. Looks promising!,Sponsorship,-0.01729360276,Facebook,negative
POST02385,CUST0864,Which banks offer the best customer service? Tired of waiting on calls.,Investment Interest,0.8979414879,Facebook,neutral
POST02386,CUST0597,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Debt Repayment Strategy,-0.08585002281,LinkedIn,positive
POST02387,CUST0752,"Just finished a 5k run, need new running shoes, any suggestions?",Tech Enthusiasm,0.5930549448,Instagram,negative
POST02388,CUST0448,Looking for the best credit card with travel rewards. Any recommendations?,Tech Innovation,-0.882174876,Facebook,positive
POST02389,CUST0464,Who else finds banking apps super confusing? UX needs serious work.,Audience Engagement,-0.04192209668,Instagram,neutral
POST02390,CUST0260,Looking for the best credit card with travel rewards. Any recommendations?,Digital Banking Experience,0.1733896685,LinkedIn,negative
POST02391,CUST0507,Eager to learn more about sustainable investing. Suggestions?,Tech Enthusiasm,-0.7735378153,Instagram,neutral
POST02392,CUST0017,Excited about the latest AI-powered budgeting app. Looks promising!,Debt Repayment Strategy,-0.3955333611,LinkedIn,neutral
POST02393,CUST0589,Just got a cashback credit card. Time to maximize my rewards!,Shopping Recommendation,0.4791873006,Instagram,positive
POST02394,CUST0355,Just got my first salary! Thinking of the best way to save and invest.,Financial Literacy,-0.6321866906,Instagram,negative
POST02395,CUST0936,Struggling with credit card debt. Need a solid repayment strategy!,Debt Repayment Strategy,-0.7430972552,Twitter,positive
POST02396,CUST0418,Wondering if robo-advisors really beat traditional financial planners.,Financial Planning,-0.4014489794,Twitter,positive
POST02397,CUST0440,Who else finds banking apps super confusing? UX needs serious work.,Wealth Management,0.7179233616,Facebook,negative
POST02398,CUST0523,Investing in crypto feels risky but exciting. What do you think?,Service Quality,0.5258869994,LinkedIn,positive
POST02399,CUST0996,I need a budget-friendly laptop for work. Any solid choices under $1000?,Financial Literacy,0.5536031556,LinkedIn,neutral
POST02400,CUST0985,"Just finished a 5k run, need new running shoes, any suggestions?",Cashback Rewards,-0.3550849549,LinkedIn,negative
POST02401,CUST0296,Just got my first salary! Thinking of the best way to save and invest.,Budget Concerns,-0.8021218722,Instagram,negative
POST02402,CUST0990,Thinking of getting a personal loan to start a small business. Need advice!,Audience Engagement,-0.9360945043,Twitter,negative
POST02403,CUST0653,Thinking of getting a personal loan to start a small business. Need advice!,Crypto Curiosity,0.1723968483,Twitter,negative
POST02404,CUST0664,Switched to a digital-only bank. Loving the seamless experience!,Audience Engagement,0.4045711804,LinkedIn,negative
POST02405,CUST0100,Excited about the latest AI-powered budgeting app. Looks promising!,Complaint,-0.2442177234,Twitter,negative
POST02406,CUST0290,I need a budget-friendly laptop for work. Any solid choices under $1000?,Investment Interest,0.05772353551,Instagram,neutral
POST02407,CUST0136,Just got a cashback credit card. Time to maximize my rewards!,Tech Enthusiasm,-0.4419922585,Twitter,negative
POST02408,CUST0247,Struggling with credit card debt. Need a solid repayment strategy!,Wealth Management,-0.2713955641,Facebook,positive
POST02409,CUST0210,Excited about the latest AI-powered budgeting app. Looks promising!,Financial Literacy,0.4596322727,LinkedIn,positive
POST02410,CUST0903,"Just finished a 5k run, need new running shoes, any suggestions?",Digital Banking Experience,0.4364404413,LinkedIn,positive
POST02411,CUST0318,Struggling with credit card debt. Need a solid repayment strategy!,Complaint,-0.9438165879,Instagram,negative
POST02412,CUST0558,Saving up for my dream vacation. Any good tips to stay on track?,Tech Innovation,0.8884631313,Facebook,positive
POST02413,CUST0214,Struggling with credit card debt. Need a solid repayment strategy!,Investment Interest,-0.4619761672,Twitter,neutral
POST02414,CUST0199,Finally paid off my student loan! Feels like a huge relief!,Cashback Rewards,0.8151730005,Instagram,positive
POST02415,CUST0127,Just got a cashback credit card. Time to maximize my rewards!,Savings Planning,0.02379366843,Twitter,negative
POST02416,CUST0382,Which banks offer the best customer service? Tired of waiting on calls.,Tech Innovation,-0.001635967844,Twitter,neutral
POST02417,CUST0013,Just got a cashback credit card. Time to maximize my rewards!,Savings Planning,-0.09877367271,Twitter,neutral
POST02418,CUST0386,Struggling with credit card debt. Need a solid repayment strategy!,Debt Repayment Strategy,0.8448547803,LinkedIn,neutral
POST02419,CUST0748,Tried an AI financial planner. Super interesting insights on my spending!,Sponsorship,-0.5837840312,LinkedIn,positive
POST02420,CUST0770,Eager to learn more about sustainable investing. Suggestions?,Tech Innovation,0.2232903443,Facebook,positive
POST02421,CUST0029,Just got my first salary! Thinking of the best way to save and invest.,Loan Interest,-0.3644367852,Instagram,negative
POST02422,CUST0859,"Just finished a 5k run, need new running shoes, any suggestions?",Cashback Rewards,0.8304772393,LinkedIn,neutral
POST02423,CUST0488,Which banks offer the best customer service? Tired of waiting on calls.,Audience Engagement,-0.6613189131,Instagram,negative
POST02424,CUST0338,Who else finds banking apps super confusing? UX needs serious work.,Savings Planning,0.3523795449,Instagram,negative
POST02425,CUST0954,Can’t decide between a high-interest savings account or stocks. Help?,Digital Banking Experience,-0.1564831218,Instagram,negative
POST02426,CUST0514,Tried an AI financial planner. Super interesting insights on my spending!,Budget Concerns,0.3224457314,Facebook,neutral
POST02427,CUST0955,"Just finished a 5k run, need new running shoes, any suggestions?",Service Quality,-0.6847849657,Instagram,neutral
POST02428,CUST0949,Thinking of getting a personal loan to start a small business. Need advice!,Investment Interest,-0.2126818283,Facebook,negative
POST02429,CUST0708,Tried an AI financial planner. Super interesting insights on my spending!,Savings Planning,-0.785474967,Instagram,neutral
POST02430,CUST0317,Who else finds banking apps super confusing? UX needs serious work.,Tech Innovation,0.9375539646,LinkedIn,positive
POST02431,CUST0945,Just got my first salary! Thinking of the best way to save and invest.,Product Discovery,-0.5720151917,Facebook,neutral
POST02432,CUST0686,Looking for the best credit card with travel rewards. Any recommendations?,Shopping Recommendation,0.9864522525,LinkedIn,positive
POST02433,CUST0328,I need a budget-friendly laptop for work. Any solid choices under $1000?,Service Quality,-0.1630036847,LinkedIn,neutral
POST02434,CUST0612,Excited about the latest AI-powered budgeting app. Looks promising!,Wealth Management,-0.8569017462,Twitter,negative
POST02435,CUST0571,Eager to learn more about sustainable investing. Suggestions?,Audience Engagement,-0.9648496349,Twitter,negative
POST02436,CUST0304,Looking for the best credit card with travel rewards. Any recommendations?,Wealth Management,0.197912744,LinkedIn,positive
POST02437,CUST0905,"Just finished a 5k run, need new running shoes, any suggestions?",Financial Planning,0.2294593126,Facebook,positive
POST02438,CUST0402,Wondering if robo-advisors really beat traditional financial planners.,Bank Fee Concern,0.04958632839,Facebook,neutral
POST02439,CUST0306,Thinking of getting a personal loan to start a small business. Need advice!,Digital Banking Experience,-0.8672016496,Facebook,positive
POST02440,CUST0854,Struggling with credit card debt. Need a solid repayment strategy!,Tech Enthusiasm,-0.3369912627,Facebook,negative
POST02441,CUST0749,Looking for the best credit card with travel rewards. Any recommendations?,Investment Interest,-0.2818583873,LinkedIn,neutral
POST02442,CUST0203,Just got my first salary! Thinking of the best way to save and invest.,Sponsorship,0.4096334655,Instagram,positive
POST02443,CUST0155,Thinking of getting a personal loan to start a small business. Need advice!,Product Discovery,-0.1622905496,Instagram,negative
POST02444,CUST0416,"Just finished a 5k run, need new running shoes, any suggestions?",Debt Repayment Strategy,0.1459342204,LinkedIn,negative
POST02445,CUST0322,Which banks offer the best customer service? Tired of waiting on calls.,Tech Enthusiasm,-0.4273393163,Twitter,neutral
POST02446,CUST0578,Who else finds banking apps super confusing? UX needs serious work.,Digital Banking Experience,0.451963471,Twitter,neutral
POST02447,CUST0222,I need a budget-friendly laptop for work. Any solid choices under $1000?,Sponsorship,-0.9064681702,Instagram,neutral
POST02448,CUST0790,Who else finds banking apps super confusing? UX needs serious work.,Bank Fee Concern,0.9770085137,Facebook,neutral
POST02449,CUST0342,Eager to learn more about sustainable investing. Suggestions?,Bank Fee Concern,0.2829851753,Facebook,positive
POST02450,CUST0152,Investing in crypto feels risky but exciting. What do you think?,Shopping Recommendation,-0.7022776477,Facebook,neutral
POST02451,CUST0859,Investing in crypto feels risky but exciting. What do you think?,Shopping Recommendation,0.4349816341,LinkedIn,positive
POST02452,CUST0715,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Debt Repayment Strategy,0.5731143336,Instagram,negative
POST02453,CUST0909,I need a budget-friendly laptop for work. Any solid choices under $1000?,Tech Enthusiasm,0.5771919881,LinkedIn,neutral
POST02454,CUST0890,Just got my first salary! Thinking of the best way to save and invest.,Service Quality,-0.458535682,Instagram,neutral
POST02455,CUST0731,Who else finds banking apps super confusing? UX needs serious work.,Budget Concerns,0.9172754276,LinkedIn,neutral
POST02456,CUST0143,Tried an AI financial planner. Super interesting insights on my spending!,Digital Banking Experience,-0.9645242384,Twitter,neutral
POST02457,CUST0368,Just got my first salary! Thinking of the best way to save and invest.,Budget Concerns,-0.2403211059,LinkedIn,neutral
POST02458,CUST0433,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Savings Planning,-0.7915636597,Twitter,neutral
POST02459,CUST0657,Saving up for my dream vacation. Any good tips to stay on track?,Audience Engagement,-0.2302811879,LinkedIn,neutral
POST02460,CUST0295,Wondering if robo-advisors really beat traditional financial planners.,Product Discovery,-0.8855500057,Twitter,positive
POST02461,CUST0713,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Cashback Rewards,0.2899594589,LinkedIn,neutral
POST02462,CUST0087,Looking for the best credit card with travel rewards. Any recommendations?,Tech Innovation,-0.8750776863,Instagram,neutral
POST02463,CUST0004,Who else finds banking apps super confusing? UX needs serious work.,Debt Repayment Strategy,0.2316935846,Instagram,neutral
POST02464,CUST0441,Thinking of getting a personal loan to start a small business. Need advice!,Tech Enthusiasm,-0.5318314822,Instagram,positive
POST02465,CUST0527,"Just finished a 5k run, need new running shoes, any suggestions?",Tech Innovation,-0.6417042488,Facebook,neutral
POST02466,CUST0171,Eager to learn more about sustainable investing. Suggestions?,Investment Interest,-0.3059982721,LinkedIn,neutral
POST02467,CUST0892,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Product Discovery,0.2819220577,Twitter,negative
POST02468,CUST0927,Eager to learn more about sustainable investing. Suggestions?,Cashback Rewards,0.1564009766,Twitter,neutral
POST02469,CUST0262,Struggling with credit card debt. Need a solid repayment strategy!,Crypto Curiosity,0.3609431913,Twitter,negative
POST02470,CUST0986,Excited about the latest AI-powered budgeting app. Looks promising!,Debt Repayment Strategy,0.8379619598,Facebook,negative
POST02471,CUST0955,Saving up for my dream vacation. Any good tips to stay on track?,Digital Banking Experience,-0.593393643,Instagram,neutral
POST02472,CUST0833,Struggling with credit card debt. Need a solid repayment strategy!,Savings Planning,-0.1732857744,Twitter,neutral
POST02473,CUST0342,Excited about the latest AI-powered budgeting app. Looks promising!,Shopping Recommendation,-0.4683587672,LinkedIn,neutral
POST02474,CUST0030,Wondering if robo-advisors really beat traditional financial planners.,Complaint,0.1726959892,LinkedIn,negative
POST02475,CUST0826,Can’t decide between a high-interest savings account or stocks. Help?,Loan Interest,-0.4331984126,Twitter,positive
POST02476,CUST0086,Looking for the best credit card with travel rewards. Any recommendations?,Loan Interest,0.1160334044,Facebook,positive
POST02477,CUST0737,Investing in crypto feels risky but exciting. What do you think?,Cashback Rewards,0.6463276038,Twitter,neutral
POST02478,CUST0568,Just got my first salary! Thinking of the best way to save and invest.,Investment Interest,0.1018909149,Facebook,neutral
POST02479,CUST0709,Just got my first salary! Thinking of the best way to save and invest.,Digital Banking Experience,0.6762582708,LinkedIn,negative
POST02480,CUST0420,Which banks offer the best customer service? Tired of waiting on calls.,Investment Interest,0.2227004066,Twitter,negative
POST02481,CUST0302,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Tech Enthusiasm,0.7405996696,Facebook,positive
POST02482,CUST0970,Looking for the best credit card with travel rewards. Any recommendations?,Shopping Recommendation,0.8608341771,Instagram,negative
POST02483,CUST0385,Wondering if robo-advisors really beat traditional financial planners.,Tech Enthusiasm,0.01562573917,Facebook,positive
